Protein IDs,142_1,142_2,142_3,17_1,17_2,17_3,No Bait_1,No Bait_2,No Bait_3
sp|Q01130|SRSF2_HUMAN,4.77E+05,6.07E+05,0,4.38E+05,0,0,0,5.27E+04,0
sp|Q01469|FABP5_HUMAN,1.84E+05,3.95E+05,6.97E+04,8.39E+05,2.77E+05,8.45E+05,4.15E+05,0,2.69E+05
sp|Q01518|CAP1_HUMAN,3.21E+04,4.72E+04,0,0,2.39E+04,0,0,4.99E+04,0
sp|Q01780|EXOSX_HUMAN,7.70E+04,4.04E+04,0,1.66E+05,0,0,0,3.56E+04,7.99E+04
sp|Q01844|EWS_HUMAN,2.75E+06,2.82E+06,8.18E+05,2.44E+06,1.33E+06,2.58E+06,1.46E+05,1.62E+06,1.72E+06
sp|Q02383|SEMG2_HUMAN,0,0,0,0,0,0,0,0,1.07E+06
sp|Q02413|DSG1_HUMAN,2.04E+05,4.50E+05,0,7.21E+05,0,1.71E+05,0,1.52E+06,3.65E+05
sp|Q02543|RL18A_HUMAN,5.78E+05,1.94E+05,0,8.60E+05,0,1.46E+06,0,0,2.85E+05
sp|Q02878|RL6_HUMAN,5.90E+05,1.16E+06,0,2.18E+06,4.63E+03,7.05E+03,0,3.09E+05,1.25E+05
sp|Q02978|M2OM_HUMAN,2.99E+05,2.21E+05,0,1.87E+05,0,5.56E+05,0,9.64E+04,2.01E+05
sp|Q03001|DYST_HUMAN,0,1.17E+04,0,0,0,0,0,0,0
sp|Q04637|IF4G1_HUMAN,1.54E+05,6.36E+05,0,2.85E+05,0,0,0,2.89E+05,2.04E+05
sp|Q04837|SSBP_HUMAN,1.51E+05,3.02E+05,0,2.03E+05,0,0,0,2.22E+05,3.93E+05
sp|Q05048|CSTF1_HUMAN,1.44E+05,8.33E+04,0,3.29E+05,0,3.64E+05,0,3.83E+04,8.44E+04
sp|Q05519|SRS11_HUMAN,2.43E+05,6.33E+04,0,2.58E+05,0,0,0,3.09E+05,1.13E+05
sp|Q06587|RING1_HUMAN,0,7.22E+04,0,0,0,0,0,0,0
sp|Q06787|FMR1_HUMAN,0,0,0,8.00E+04,1.77E+04,1.69E+04,0,0,0
sp|Q06830|PRDX1_HUMAN,3.58E+06,0,0,0,0,0,0,6.28E+04,1.46E+06
sp|Q07020|RL18_HUMAN,1.05E+06,1.08E+06,0,1.94E+06,0,0,0,2.46E+05,4.88E+05
sp|Q07021|C1QBP_HUMAN,0,0,0,1.06E+05,0,1.30E+05,0,1.46E+05,0
sp|Q07065|CKAP4_HUMAN,1.53E+05,6.12E+04,0,4.48E+04,0,0,0,9.70E+04,3.51E+04
sp|Q07666|KHDR1_HUMAN,3.67E+05,5.66E+05,6.94E+03,8.38E+05,8.97E+03,1.72E+04,0,5.84E+05,4.02E+05
sp|Q07955|SRSF1_HUMAN,1.05E+07,1.45E+07,2.95E+06,4.44E+06,1.00E+06,4.70E+05,0,1.17E+06,6.94E+05
sp|Q08188|TGM3_HUMAN,0,7.67E+04,0,2.02E+05,0,5.97E+04,0,4.18E+05,1.24E+05
sp|Q08211|DHX9_HUMAN,3.09E+07,4.70E+07,2.03E+07,1.08E+07,7.24E+06,7.27E+06,2.61E+06,9.58E+06,5.76E+06
sp|Q08554|DSC1_HUMAN,1.65E+05,6.22E+04,0,4.66E+05,0,0,0,5.82E+05,2.44E+05
sp|Q08945|SSRP1_HUMAN,0,3.20E+04,0,3.88E+04,0,1.69E+04,0,2.12E+04,3.28E+04
sp|Q09028|RBBP4_HUMAN,9.66E+04,2.54E+05,0,0,0,0,0,1.57E+05,1.14E+05
sp|Q09161|NCBP1_HUMAN,1.21E+05,2.36E+05,0,1.78E+05,0,0,0,5.30E+05,9.14E+04
sp|Q09666|AHNK_HUMAN,0,0,0,1.05E+04,0,0,0,8.54E+03,0
sp|Q0P6D6|CCD15_HUMAN,0,0,6.93E+05,0,8.90E+04,0,0,0,0
sp|Q0VGL1|LTOR4_HUMAN,4.31E+05,3.73E+05,0,6.23E+05,2.54E+05,3.46E+05,9.61E+04,4.76E+05,0
sp|Q10567|AP1B1_HUMAN,5.80E+04,0,0,0,0,0,0,5.57E+04,5.34E+04
sp|Q10570|CPSF1_HUMAN,1.77E+05,2.05E+05,0,3.56E+05,0,0,0,1.56E+05,1.60E+05
sp|Q12792|TWF1_HUMAN,4.44E+04,0,0,1.72E+05,0,0,0,3.80E+04,0
sp|Q12849|GRSF1_HUMAN,5.45E+05,7.77E+05,0,0,0,0,0,0,0
sp|Q12860|CNTN1_HUMAN,1.10E+04,1.31E+04,0,3.32E+04,0,0,0,0,0
sp|Q12874|SF3A3_HUMAN,4.81E+06,4.12E+06,1.69E+06,4.08E+06,1.91E+06,7.51E+05,1.97E+06,4.01E+06,3.00E+06
sp|Q12888|TP53B_HUMAN,8.81E+04,2.37E+04,0,6.34E+04,0,0,0,1.05E+05,9.00E+03
sp|Q12904|AIMP1_HUMAN,0,5.48E+04,0,2.21E+05,0,0,0,0,0
sp|Q12905|ILF2_HUMAN,6.51E+07,1.19E+08,2.92E+07,1.49E+07,8.92E+06,1.88E+07,6.97E+05,9.59E+06,8.10E+06
sp|Q12906|ILF3_HUMAN,3.61E+07,6.50E+07,2.95E+07,4.77E+06,1.99E+06,6.02E+06,5.57E+05,3.23E+06,1.90E+06
sp|Q12996|CSTF3_HUMAN,5.50E+05,4.60E+05,0,5.97E+05,0,2.20E+05,0,5.54E+05,4.16E+05
sp|Q13098|CSN1_HUMAN,1.89E+05,1.37E+05,0,6.26E+04,1.46E+04,5.88E+04,0,1.26E+05,5.92E+04
sp|Q13123|RED_HUMAN,5.07E+05,2.09E+05,0,9.51E+05,2.14E+04,2.50E+05,0,8.54E+05,6.41E+05
sp|Q13144|EI2BE_HUMAN,0,2.36E+04,0,0,0,3.01E+04,1.15E+04,0,0
sp|Q13148|TADBP_HUMAN,9.21E+06,5.88E+06,4.93E+06,3.03E+06,4.16E+04,5.75E+04,0,2.04E+06,1.95E+06
sp|Q13151|ROA0_HUMAN,1.85E+08,1.80E+08,9.71E+07,1.42E+08,1.62E+08,1.64E+08,1.12E+08,6.57E+07,1.06E+08
sp|Q13155|AIMP2_HUMAN,1.31E+05,1.57E+05,0,4.34E+05,0,0,0,2.97E+05,4.68E+05
sp|Q13232|NDK3_HUMAN,6.44E+04,0,0,8.12E+04,0,0,0,0,0
sp|Q13242|SRSF9_HUMAN,2.95E+05,2.25E+05,0,1.96E+05,0,0,0,1.02E+05,1.02E+05
sp|Q13243|SRSF5_HUMAN,0,3.14E+05,0,4.43E+05,0,7.07E+04,0,2.07E+05,4.20E+04
sp|Q13247|SRSF6_HUMAN,3.12E+05,3.28E+05,0,4.33E+05,0,0,0,5.36E+04,8.62E+04
sp|Q13263|TIF1B_HUMAN,5.75E+05,1.79E+06,1.32E+05,1.28E+06,2.26E+05,1.61E+05,2.52E+05,6.05E+05,1.91E+06
sp|Q13283|G3BP1_HUMAN,1.61E+05,2.98E+05,0,9.57E+05,0,1.64E+04,0,1.74E+05,0
sp|Q13310|PABP4_HUMAN,1.19E+05,2.72E+05,0,3.80E+05,0,6.93E+04,0,5.53E+05,1.73E+05
sp|Q13330|MTA1_HUMAN,4.27E+04,1.21E+05,0,1.16E+05,0,0,0,2.02E+04,3.09E+04
sp|Q13347|EIF3I_HUMAN,1.93E+05,5.97E+04,0,6.28E+04,0,0,0,2.02E+05,0
sp|Q13356|PPIL2_HUMAN,6.30E+04,4.46E+04,0,0,0,0,0,0,5.08E+04
sp|Q13363|CTBP1_HUMAN,3.69E+05,0,0,1.81E+05,0,0,0,3.33E+05,6.05E+04
sp|Q13405|RM49_HUMAN,9.41E+04,0,0,6.70E+04,0,0,0,6.49E+04,6.03E+04
sp|Q13427|PPIG_HUMAN,1.90E+05,1.61E+05,0,5.53E+05,0,0,0,2.77E+05,2.29E+05
sp|Q13428|TCOF_HUMAN,6.88E+05,6.62E+05,1.54E+04,8.44E+05,1.22E+04,3.99E+05,0,3.58E+05,3.06E+05
sp|Q13435|SF3B2_HUMAN,4.17E+06,4.85E+06,1.88E+06,2.95E+06,2.44E+06,7.38E+05,1.87E+06,5.72E+06,5.42E+06
sp|Q13523|PRP4B_HUMAN,1.55E+05,2.07E+05,2.55E+04,3.54E+05,2.05E+04,7.19E+04,3.42E+04,8.38E+04,5.16E+04
sp|Q13547|HDAC1_HUMAN,1.25E+05,2.07E+05,0,1.43E+05,1.04E+04,0,0,1.82E+05,1.67E+05
sp|Q13561|DCTN2_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q13573|SNW1_HUMAN,1.31E+06,9.85E+05,9.71E+04,1.89E+06,2.41E+05,2.27E+05,1.94E+05,1.53E+06,1.23E+06
sp|Q13595|TRA2A_HUMAN,1.99E+05,2.54E+05,0,4.15E+06,6.69E+05,6.83E+05,3.37E+04,1.83E+05,1.14E+05
sp|Q13601|KRR1_HUMAN,8.97E+05,8.91E+05,0,8.84E+05,0,0,0,3.97E+05,2.17E+05
sp|Q13610|PWP1_HUMAN,8.78E+04,0,0,1.49E+05,0,0,0,0,0
sp|Q13616|CUL1_HUMAN,6.28E+04,1.09E+05,0,7.70E+04,0,0,0,1.21E+05,1.01E+05
sp|Q13618|CUL3_HUMAN,1.17E+04,1.68E+04,0,0,0,0,0,0,0
sp|Q13620|CUL4B_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q13769|THOC5_HUMAN,1.11E+05,1.13E+05,0,2.17E+04,0,0,0,2.99E+04,5.73E+04
sp|Q13813|SPTN1_HUMAN,8.98E+05,4.95E+05,0,9.21E+05,7.72E+02,2.40E+04,0,1.67E+06,1.05E+06
sp|Q13823|NOG2_HUMAN,1.63E+05,1.50E+05,0,1.02E+05,0,0,0,2.22E+04,0
sp|Q13835|PKP1_HUMAN,0,0,0,0,0,0,0,3.09E+04,0
sp|Q13838|DX39B_HUMAN,2.80E+06,2.44E+06,2.54E+06,2.75E+06,4.59E+06,3.47E+06,2.36E+06,2.13E+06,2.62E+06
sp|Q13867|BLMH_HUMAN,0,0,0,0,0,0,0,3.66E+04,0
sp|Q13884|SNTB1_HUMAN,0,0,0,0,1.06E+04,9.89E+03,0,0,0
sp|Q14103|HNRPD_HUMAN,5.22E+06,4.37E+06,0,4.29E+06,3.39E+04,1.73E+05,0,8.11E+06,4.38E+06
sp|Q14126|DSG2_HUMAN,5.41E+04,3.68E+04,0,5.78E+04,0,0,0,5.81E+04,6.13E+04
sp|Q14137|BOP1_HUMAN,1.18E+05,5.74E+04,0,2.15E+05,0,0,0,4.53E+04,0
sp|Q14152|EIF3A_HUMAN,2.75E+05,7.88E+04,0,2.53E+05,0,0,1.83E+03,2.66E+05,1.65E+05
sp|Q14157|UBP2L_HUMAN,3.37E+05,2.83E+05,0,5.77E+05,0,2.01E+05,0,5.52E+04,7.33E+04
sp|Q14160|SCRIB_HUMAN,1.78E+04,1.84E+04,0,4.78E+04,0,0,0,1.61E+04,0
sp|Q14181|DPOA2_HUMAN,1.90E+05,2.67E+05,0,0,0,0,0,1.25E+05,3.04E+04
sp|Q14240|IF4A2_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q14241|ELOA1_HUMAN,1.55E+04,2.62E+04,0,2.55E+04,0,0,0,5.36E+04,2.28E+04
sp|Q14244|MAP7_HUMAN,0,0,0,0,0,0,0,9.17E+03,0
sp|Q14254|FLOT2_HUMAN,1.59E+05,2.81E+05,0,2.54E+05,0,5.72E+04,0,2.59E+05,2.50E+05
sp|Q14320|FA50A_HUMAN,0,0,0,0,0,0,0,3.21E+04,0
sp|Q14331|FRG1_HUMAN,5.99E+04,8.66E+04,0,6.12E+04,0,0,0,0,0
sp|Q14444|CAPR1_HUMAN,2.88E+05,1.23E+05,0,5.54E+05,0,0,0,1.56E+05,6.89E+04
sp|Q14498|RBM39_HUMAN,3.90E+06,2.74E+06,2.43E+05,3.07E+06,5.73E+04,7.92E+04,5.79E+05,1.54E+06,2.02E+06
sp|Q14562|DHX8_HUMAN,1.11E+05,3.75E+04,0,1.56E+05,0,0,0,1.79E+05,1.77E+05
sp|Q14566|MCM6_HUMAN,1.43E+05,1.04E+05,0,1.12E+05,0,0,0,1.85E+05,6.16E+04
sp|Q14574|DSC3_HUMAN,0,0,0,0,0,0,0,8.05E+04,0
sp|Q14671|PUM1_HUMAN,1.21E+05,4.96E+04,0,3.58E+04,0,4.52E+04,0,8.37E+04,0
sp|Q14677|EPN4_HUMAN,0,0,0,8.63E+04,0,0,0,0,5.36E+04
sp|Q14684|RRP1B_HUMAN,1.04E+06,1.42E+06,4.55E+05,1.10E+06,4.37E+04,0,0,3.75E+05,2.30E+05
sp|Q14692|BMS1_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q14694|UBP10_HUMAN,2.11E+05,2.43E+04,0,2.01E+05,0,0,0,7.62E+04,2.04E+04
sp|Q14739|LBR_HUMAN,4.04E+04,0,0,0,0,0,0,3.50E+04,0
sp|Q14839|CHD4_HUMAN,2.48E+04,4.82E+04,0,3.39E+04,3.45E+03,3.36E+03,0,2.05E+04,1.60E+04
sp|Q14966|ZN638_HUMAN,3.04E+04,4.17E+04,0,1.16E+04,7.46E+03,2.99E+03,0,9.72E+03,2.18E+04
sp|Q14974|IMB1_HUMAN,1.67E+05,1.88E+05,0,2.43E+05,0,0,0,1.70E+05,5.49E+05
sp|Q14978|NOLC1_HUMAN,0,2.46E+04,0,1.09E+05,0,0,0,7.06E+04,3.80E+04
sp|Q14980|NUMA1_HUMAN,0,4.40E+03,0,3.54E+03,0,0,0,0,0
sp|Q15005|SPCS2_HUMAN,0,0,4.65E+04,0,4.97E+04,1.87E+04,0,5.02E+04,0
sp|Q15008|PSMD6_HUMAN,0,0,0,6.16E+04,0,0,0,2.20E+04,2.75E+04
sp|Q15019|SEPT2_HUMAN,0,0,0,0,0,0,0,0,4.84E+04
sp|Q15020|SART3_HUMAN,5.17E+04,3.81E+04,0,5.09E+04,5.72E+03,1.82E+04,0,5.88E+04,0
sp|Q15029|U5S1_HUMAN,7.16E+06,5.20E+06,2.29E+06,1.09E+07,1.76E+06,5.98E+05,2.46E+06,9.67E+06,8.52E+06
sp|Q15046|SYK_HUMAN,0,2.55E+04,0,1.56E+05,0,1.62E+04,0,3.97E+04,0
sp|Q15050|RRS1_HUMAN,2.36E+05,1.32E+05,1.98E+04,3.32E+05,0,3.90E+04,0,0,6.92E+04
sp|Q15084|PDIA6_HUMAN,5.15E+05,4.27E+05,0,7.38E+05,0,0,0,8.13E+05,2.51E+05
sp|Q15149|PLEC_HUMAN,2.00E+04,4.23E+04,2.63E+03,4.23E+04,3.03E+02,0,2.63E+03,3.77E+04,9.57E+04
sp|Q15233|NONO_HUMAN,5.74E+06,7.75E+06,2.92E+06,2.79E+06,8.75E+05,1.74E+06,0,2.66E+06,6.48E+05
sp|Q15286|RAB35_HUMAN,0,0,0,1.35E+05,0,0,0,6.48E+04,0
sp|Q15287|RNPS1_HUMAN,2.11E+05,1.66E+05,0,2.13E+05,0,0,0,0,1.28E+05
sp|Q15334|L2GL1_HUMAN,0,0,0,0,1.35E+06,0,0,0,0
sp|Q15365|PCBP1_HUMAN,7.20E+05,8.68E+05,0,4.02E+05,1.82E+05,1.89E+05,2.34E+05,3.43E+05,7.90E+05
sp|Q15366|PCBP2_HUMAN,1.34E+06,8.93E+05,9.47E+04,6.31E+05,1.48E+05,7.88E+05,1.38E+05,7.35E+05,1.74E+06
sp|Q15388|TOM20_HUMAN,7.98E+05,1.89E+05,7.74E+04,9.44E+05,0,0,0,1.05E+06,6.66E+05
sp|Q15393|SF3B3_HUMAN,2.63E+06,2.00E+06,0,1.79E+06,3.11E+03,1.40E+05,2.93E+05,2.35E+06,2.57E+06
sp|Q15398|DLGP5_HUMAN,7.31E+04,5.11E+04,4.84E+03,8.87E+04,0,0,0,2.05E+05,1.18E+05
sp|Q15424|SAFB1_HUMAN,0,1.34E+04,0,0,8.08E+03,0,0,0,0
sp|Q15427|SF3B4_HUMAN,1.12E+06,1.80E+06,3.42E+05,3.50E+06,3.69E+05,2.24E+05,3.60E+05,3.51E+06,1.37E+06
sp|Q15428|SF3A2_HUMAN,6.85E+05,1.34E+06,1.79E+05,6.25E+05,2.49E+05,3.16E+06,0,7.72E+05,7.14E+05
sp|Q15436|SC23A_HUMAN,0,3.18E+04,0,0,1.26E+04,1.41E+04,0,0,0
sp|Q15459|SF3A1_HUMAN,4.73E+06,2.00E+06,4.82E+05,3.97E+06,9.34E+05,1.16E+06,5.51E+05,5.82E+06,4.24E+06
sp|Q15517|CDSN_HUMAN,1.49E+05,1.59E+05,0,2.90E+05,0,3.32E+05,0,5.95E+05,1.32E+05
sp|Q15633|TRBP2_HUMAN,3.41E+05,3.51E+05,0,6.81E+04,0,0,0,0,0
sp|Q15637|SF01_HUMAN,1.00E+06,1.71E+05,1.07E+05,2.02E+05,2.32E+05,1.85E+05,1.47E+05,8.25E+05,9.68E+05
sp|Q15691|MARE1_HUMAN,6.84E+04,5.63E+04,0,0,0,7.48E+04,0,0,0
sp|Q15717|ELAV1_HUMAN,6.24E+06,3.32E+06,2.58E+06,4.72E+06,1.57E+06,9.14E+05,1.92E+06,6.14E+06,4.24E+06
sp|Q15758|AAAT_HUMAN,0,1.66E+05,0,1.23E+05,0,0,0,1.17E+05,2.71E+05
sp|Q15819|UB2V2_HUMAN,7.90E+04,4.24E+04,0,0,0,0,0,0,0
sp|Q16610|ECM1_HUMAN,0,0,0,0,0,0,0,3.57E+04,0
sp|Q16629|SRSF7_HUMAN,2.06E+07,1.30E+07,2.51E+06,4.42E+06,0,8.42E+05,0,8.20E+05,1.86E+06
sp|Q16630|CPSF6_HUMAN,4.73E+05,4.61E+05,0,1.22E+06,1.30E+04,3.56E+05,0,3.75E+04,0
sp|Q16637|SMN_HUMAN,0,0,0,6.82E+04,0,0,0,0,0
sp|Q16643|DREB_HUMAN,6.80E+04,2.04E+04,0,4.27E+04,0,0,0,1.29E+05,4.29E+04
sp|Q16718|NDUA5_HUMAN,0,0,0,0,0,0,0,5.05E+04,0
sp|Q16891|MIC60_HUMAN,2.63E+05,2.07E+05,0,1.40E+05,2.57E+03,4.94E+03,0,2.99E+05,3.28E+05
sp|Q1KMD3|HNRL2_HUMAN,7.37E+05,1.18E+06,1.49E+05,7.65E+05,0,5.98E+04,0,7.69E+05,6.68E+05
sp|Q2TAY7|SMU1_HUMAN,6.60E+05,6.82E+05,9.67E+04,4.33E+05,1.81E+05,2.05E+05,1.14E+05,9.46E+05,6.15E+05
sp|Q2TBE0|C19L2_HUMAN,5.60E+04,2.09E+04,0,3.15E+04,0,0,0,0,0
sp|Q32P28|P3H1_HUMAN,2.00E+05,7.81E+04,0,2.51E+04,0,1.81E+05,0,2.27E+05,5.45E+04
sp|Q3MHD2|LSM12_HUMAN,7.75E+04,1.06E+05,0,1.78E+05,0,0,0,0,0
sp|Q4G0J3|LARP7_HUMAN,0,0,0,2.97E+04,0,0,0,0,0
sp|Q4V328|GRAP1_HUMAN,0,0,0,2.32E+05,0,0,0,2.95E+05,0
sp|Q52LJ0|FA98B_HUMAN,4.55E+05,5.45E+05,0,8.00E+06,0,0,0,2.42E+05,0
sp|Q53EL6|PDCD4_HUMAN,3.99E+04,0,0,0,0,0,0,2.92E+04,0
sp|Q53F19|NCBP3_HUMAN,4.59E+04,4.64E+04,0,0,0,0,0,3.46E+04,3.62E+04
sp|Q53HL2|BOREA_HUMAN,0,5.61E+04,0,6.12E+05,0,0,0,0,0
sp|Q53S08|RAB6D_HUMAN,0,7.18E+04,0,0,0,0,0,0,0
sp|Q5BKZ1|ZN326_HUMAN,1.97E+06,1.40E+06,0,1.70E+06,1.53E+04,5.40E+05,0,1.35E+06,1.32E+06
sp|Q5HYI8|RABL3_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q5JVF3|PCID2_HUMAN,3.01E+05,6.55E+04,2.43E+04,3.63E+04,5.18E+04,6.91E+04,1.95E+04,1.52E+05,2.35E+04
sp|Q5JXB2|UE2NL_HUMAN,2.97E+05,0,0,1.15E+05,0,0,0,0,1.18E+05
sp|Q5SSJ5|HP1B3_HUMAN,0,5.54E+04,0,1.61E+05,0,0,0,0,0
sp|Q5SY16|NOL9_HUMAN,1.04E+05,6.10E+04,0,1.09E+05,0,0,0,1.86E+04,0
sp|Q5T1R4|ZEP3_HUMAN,2.05E+05,1.80E+04,0,1.29E+05,0,0,0,6.09E+04,5.27E+04
sp|Q5T3I0|GPTC4_HUMAN,7.84E+05,9.06E+05,1.54E+04,1.14E+06,6.86E+05,5.75E+04,8.59E+03,1.51E+05,1.46E+05
sp|Q5T749|KPRP_HUMAN,0,1.22E+04,0,2.73E+05,0,0,0,8.86E+05,3.68E+05
sp|Q5T750|XP32_HUMAN,0,4.98E+04,0,5.56E+05,0,0,0,9.03E+05,1.27E+05
sp|Q5T8P6|RBM26_HUMAN,2.54E+05,8.69E+04,0,1.34E+06,5.29E+03,4.10E+05,0,2.08E+05,1.03E+05
sp|Q5VTL8|PR38B_HUMAN,0,9.55E+04,0,0,0,0,0,6.27E+04,0
sp|Q5VWQ0|RSBN1_HUMAN,3.89E+05,4.07E+04,0,4.77E+05,0,0,0,2.71E+05,2.32E+05
sp|Q66PJ3|AR6P4_HUMAN,0,9.99E+04,0,0,0,0,0,2.85E+04,0
sp|Q69YN4|VIR_HUMAN,9.46E+04,0,0,0,0,0,0,0,0
sp|Q6DKI1|RL7L_HUMAN,1.44E+05,1.89E+05,0,4.99E+05,0,0,0,0,0
sp|Q6FI13|H2A2A_HUMAN,2.52E+05,0,0,0,0,0,0,1.09E+05,0
sp|Q6I9Y2|THOC7_HUMAN,0,0,0,7.93E+04,0,0,0,0,0
sp|Q6IAA8|LTOR1_HUMAN,8.34E+05,1.13E+05,0,6.04E+05,0,0,0,6.11E+05,5.99E+05
sp|Q6IN85|P4R3A_HUMAN,0,0,0,0,0,0,0,1.55E+04,0
sp|Q6NZY4|ZCHC8_HUMAN,1.78E+05,6.97E+04,0,1.36E+05,0,3.75E+04,0,1.91E+05,5.44E+04
sp|Q6P1J9|CDC73_HUMAN,1.18E+05,1.19E+05,0,1.17E+05,0,0,0,1.08E+05,1.45E+05
sp|Q6P2Q9|PRP8_HUMAN,1.71E+06,1.28E+06,1.03E+03,2.22E+06,8.59E+05,5.45E+05,1.91E+05,2.61E+06,2.09E+06
sp|Q6P4A7|SFXN4_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q6P5R6|RL22L_HUMAN,0,1.92E+05,0,1.97E+05,0,0,0,2.37E+05,4.79E+05
sp|Q6PCB5|RSBNL_HUMAN,1.72E+05,2.16E+05,0,1.45E+05,0,2.86E+04,0,2.33E+05,3.16E+05
sp|Q6PIY7|GLD2_HUMAN,7.40E+04,1.59E+05,0,3.56E+04,0,0,0,0,7.60E+04
sp|Q6PJT7|ZC3HE_HUMAN,1.36E+05,1.48E+05,0,1.39E+05,0,0,1.77E+04,5.04E+05,5.37E+05
sp|Q6PK04|CC137_HUMAN,7.52E+04,3.98E+04,0,1.46E+05,0,0,0,0,0
sp|Q6PKG0|LARP1_HUMAN,7.92E+04,5.70E+04,0,4.26E+04,1.85E+03,0,0,1.25E+05,2.16E+04
