Protein IDs,142_1,142_2,142_3,17_1,17_2,17_3,No Bait_1,No Bait_2,No Bait_3
sp|Q9BY32|ITPA_HUMAN,7.87E+04,0,0,0,1.72E+05,6.05E+04,0,0,0
sp|Q9BY44|EIF2A_HUMAN,5.08E+05,2.03E+05,0,2.30E+05,0,0,0,1.75E+05,3.24E+04
sp|Q9BY77|PDIP3_HUMAN,1.01E+06,6.35E+05,0,1.01E+06,1.08E+05,2.74E+05,8.56E+04,8.79E+05,9.50E+05
sp|Q9BYD1|RM13_HUMAN,2.25E+06,0,0,0,0,0,0,8.45E+04,1.27E+06
sp|Q9BYD3|RM04_HUMAN,3.66E+04,0,0,7.85E+04,0,0,0,0,5.95E+04
sp|Q9BYE7|PCGF6_HUMAN,4.95E+04,7.89E+04,0,0,6.37E+04,0,3.43E+04,0,0
sp|Q9BYG3|MK67I_HUMAN,1.48E+06,3.23E+06,3.00E+05,3.11E+06,0,3.66E+05,1.71E+05,1.94E+06,1.94E+06
sp|Q9BYN8|RT26_HUMAN,3.13E+05,2.34E+05,0,3.34E+05,0,0,0,3.72E+05,2.35E+05
sp|Q9BZE1|RM37_HUMAN,0,0,0,3.91E+05,0,0,0,3.36E+04,0
sp|Q9BZE4|NOG1_HUMAN,1.30E+06,1.84E+06,3.02E+05,2.31E+06,4.64E+05,8.19E+03,0,2.00E+05,1.57E+05
sp|Q9BZI7|REN3B_HUMAN,1.73E+05,0,0,1.86E+05,0,0,0,1.71E+05,7.52E+04
sp|Q9BZJ0|CRNL1_HUMAN,3.24E+05,3.62E+05,0,9.30E+05,2.13E+05,0,0,9.28E+05,7.35E+05
sp|Q9BZK7|TBL1R_HUMAN,3.70E+04,5.35E+04,0,3.15E+04,2.59E+04,3.44E+04,0,0,0
sp|Q9BZL1|UBL5_HUMAN,0,0,0,0,0,0,6.97E+04,2.32E+05,2.16E+05
sp|Q9BZM5|ULBP2_HUMAN,0,0,0,8.98E+04,0,0,0,4.17E+04,0
sp|Q9BZZ5|API5_HUMAN,4.53E+05,5.72E+05,0,4.73E+05,0,1.30E+04,0,5.78E+05,5.15E+05
sp|Q9C098|DCLK3_HUMAN,7.18E+04,0,0,0,0,0,0,0,0
sp|Q9C0J8|WDR33_HUMAN,8.42E+04,5.41E+04,0,1.07E+05,0,0,0,4.95E+04,0
sp|Q9GZL7|WDR12_HUMAN,4.80E+04,6.28E+04,0,0,0,0,0,0,6.07E+04
sp|Q9GZR7|DDX24_HUMAN,2.97E+04,1.48E+04,0,1.19E+04,0,0,0,5.27E+03,0
sp|Q9GZS1|RPA49_HUMAN,7.32E+04,2.80E+04,3.92E+04,0,7.75E+04,0,2.81E+04,0,0
sp|Q9GZT3|SLIRP_HUMAN,1.23E+06,6.48E+05,0,2.54E+06,0,0,0,2.17E+06,2.49E+06
sp|Q9H0D6|XRN2_HUMAN,8.51E+05,3.03E+05,4.20E+03,8.87E+05,1.58E+04,2.72E+05,2.19E+05,1.74E+06,2.35E+06
sp|Q9H0S4|DDX47_HUMAN,1.13E+05,1.74E+05,0,0,0,0,0,5.05E+04,0
sp|Q9H0U4|RAB1B_HUMAN,1.59E+05,0,0,1.66E+05,0,9.17E+04,0,0,5.17E+04
sp|Q9H2H8|PPIL3_HUMAN,0,0,0,0,0,0,0,1.85E+05,0
sp|Q9H2U1|DHX36_HUMAN,1.21E+05,3.11E+05,0,3.66E+05,0,4.02E+04,0,6.06E+04,8.47E+03
sp|Q9H307|PININ_HUMAN,1.69E+05,1.16E+05,0,1.31E+05,0,0,0,3.45E+05,4.45E+05
sp|Q9H501|ESF1_HUMAN,0,0,0,0,0,0,0,0,2.56E+04
sp|Q9H5Z1|DHX35_HUMAN,3.31E+04,3.51E+04,0,1.40E+05,0,0,0,0,0
sp|Q9H6F5|CCD86_HUMAN,2.90E+05,4.93E+05,0,1.51E+06,0,1.68E+05,0,1.37E+06,0
sp|Q9H6R0|DHX33_HUMAN,7.66E+04,2.14E+05,0,6.45E+05,0,1.73E+05,0,0,0
sp|Q9H6S0|YTDC2_HUMAN,8.76E+03,1.02E+04,0,0,0,0,0,0,0
sp|Q9H7B2|RPF2_HUMAN,0,0,0,2.06E+05,0,0,0,0,0
sp|Q9H7N4|SFR19_HUMAN,0,0,0,4.70E+04,0,0,0,3.35E+04,1.64E+04
sp|Q9H7Z3|NRDE2_HUMAN,2.28E+04,0,0,1.33E+04,0,0,0,1.05E+04,1.00E+04
sp|Q9H8G2|CAAP1_HUMAN,1.59E+05,1.37E+05,0,7.55E+04,0,0,0,7.44E+04,2.70E+05
sp|Q9H8Y8|GORS2_HUMAN,1.15E+05,4.90E+04,0,7.23E+04,0,0,0,8.35E+04,0
sp|Q9H930|SP14L_HUMAN,0,5.38E+05,0,0,0,0,0,0,0
sp|Q9H9B4|SFXN1_HUMAN,4.52E+05,4.78E+05,0,2.29E+05,0,0,0,4.61E+05,2.97E+05
sp|Q9H9J2|RM44_HUMAN,0,4.81E+04,0,1.57E+05,0,0,0,0,0
sp|Q9H9L3|I20L2_HUMAN,0,0,0,1.29E+05,0,0,0,0,0
sp|Q9H9Y2|RPF1_HUMAN,1.94E+05,3.66E+05,0,7.24E+05,0,8.84E+04,0,0,0
sp|Q9HAH7|FBRS_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q9HB71|CYBP_HUMAN,8.21E+05,1.04E+06,0,3.15E+05,8.71E+05,0,0,9.25E+05,1.57E+06
sp|Q9HBH9|MKNK2_HUMAN,0,0,0,0,0,0,0,0,3.18E+05
sp|Q9HCE1|MOV10_HUMAN,1.07E+05,1.29E+05,0,1.52E+05,0,0,0,3.13E+04,2.40E+04
sp|Q9HCJ3|RAVR2_HUMAN,0,0,0,0,0,2.45E+04,0,0,0
sp|Q9HCM4|E41L5_HUMAN,4.12E+04,4.78E+04,0,1.30E+05,0,0,0,3.64E+04,4.37E+04
sp|Q9HCN4|GPN1_HUMAN,0,4.73E+04,0,0,2.67E+04,0,0,0,4.08E+04
sp|Q9HCS7|SYF1_HUMAN,5.16E+05,3.13E+05,0,6.33E+05,0,0,0,5.86E+05,6.08E+05
sp|Q9HCY8|S10AE_HUMAN,0,0,0,0,0,0,0,3.42E+05,0
sp|Q9HD33|RM47_HUMAN,7.53E+04,4.48E+04,0,0,0,0,0,4.36E+04,0
sp|Q9NP64|NO40_HUMAN,1.07E+05,1.80E+05,0,2.18E+05,0,1.52E+05,0,1.35E+05,2.46E+05
sp|Q9NP77|SSU72_HUMAN,0,0,0,3.10E+05,0,0,7.23E+04,1.87E+05,0
sp|Q9NP79|VTA1_HUMAN,0,0,0,0,0,6.28E+04,0,0,0
sp|Q9NPA8|ENY2_HUMAN,0,1.70E+05,0,0,0,0,0,0,0
sp|Q9NPD3|EXOS4_HUMAN,0,0,0,0,0,6.31E+04,0,0,0
sp|Q9NPE3|NOP10_HUMAN,0,0,0,3.01E+05,0,0,0,0,0
sp|Q9NQ29|LUC7L_HUMAN,1.74E+04,1.23E+05,0,3.88E+04,0,0,0,0,0
sp|Q9NQG5|RPR1B_HUMAN,1.45E+06,1.10E+06,0,8.47E+05,6.01E+04,0,0,1.22E+06,9.27E+05
sp|Q9NQT5|EXOS3_HUMAN,5.31E+05,1.47E+05,8.00E+04,2.93E+05,2.58E+05,3.06E+05,9.90E+04,3.75E+05,2.00E+05
sp|Q9NQZ5|STAR7_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q9NR30|DDX21_HUMAN,8.78E+05,4.18E+05,0,1.57E+06,6.87E+05,2.86E+05,0,2.32E+05,2.07E+05
sp|Q9NR31|SAR1A_HUMAN,0,5.84E+04,0,6.39E+04,0,0,0,1.15E+05,0
sp|Q9NR56|MBNL1_HUMAN,0,1.05E+05,0,8.14E+04,0,0,0,1.18E+05,1.51E+05
sp|Q9NS69|TOM22_HUMAN,3.54E+06,3.26E+06,9.41E+05,2.06E+06,5.91E+05,1.72E+06,1.18E+06,1.93E+06,1.98E+06
sp|Q9NS87|KIF15_HUMAN,0,0,0,0,0,0,0,0,5.33E+04
sp|Q9NSI2|F207A_HUMAN,2.65E+05,1.31E+05,0,3.69E+05,7.48E+04,0,0,2.41E+05,1.10E+05
sp|Q9NTJ3|SMC4_HUMAN,0,7.27E+03,0,0,0,0,0,1.16E+04,1.04E+04
sp|Q9NUL3|STAU2_HUMAN,5.15E+04,0,0,2.48E+04,0,0,0,0,0
sp|Q9NVH1|DJC11_HUMAN,0,0,0,0,2.83E+04,2.14E+04,0,0,0
sp|Q9NVI7|ATD3A_HUMAN,6.22E+04,9.15E+04,0,5.40E+04,0,0,0,9.39E+04,8.82E+04
sp|Q9NVN8|GNL3L_HUMAN,1.66E+05,0,0,6.30E+04,0,0,0,3.73E+04,0
sp|Q9NVP1|DDX18_HUMAN,6.49E+04,1.04E+05,0,0,0,0,0,0,0
sp|Q9NVV4|PAPD1_HUMAN,2.33E+04,5.74E+04,0,5.00E+04,0,0,0,0,0
sp|Q9NW13|RBM28_HUMAN,1.08E+05,3.37E+04,0,1.75E+05,0,1.02E+05,0,4.26E+04,6.47E+04
sp|Q9NW64|RBM22_HUMAN,1.13E+06,5.18E+05,1.31E+05,1.31E+06,4.67E+05,3.45E+05,1.66E+05,1.06E+06,1.13E+06
sp|Q9NWB6|ARGL1_HUMAN,4.05E+06,3.46E+06,0,4.42E+06,4.73E+06,3.32E+05,1.01E+06,1.45E+06,1.79E+06
sp|Q9NWH9|SLTM_HUMAN,1.43E+05,7.24E+04,3.22E+04,1.29E+05,4.57E+04,1.60E+05,2.80E+04,8.17E+04,6.94E+04
sp|Q9NWQ8|PHAG1_HUMAN,1.47E+06,1.15E+06,0,1.24E+06,0,6.52E+05,0,1.20E+06,2.70E+05
sp|Q9NWU5|RM22_HUMAN,1.98E+05,2.21E+05,0,2.96E+05,0,0,0,7.17E+04,7.33E+04
sp|Q9NX58|LYAR_HUMAN,3.27E+06,1.52E+06,1.47E+06,5.70E+06,1.46E+06,1.54E+06,0,1.39E+06,6.84E+05
sp|Q9NX63|MIC19_HUMAN,1.73E+05,1.15E+05,0,6.00E+04,0,0,0,2.71E+05,2.15E+05
sp|Q9NXV6|CARF_HUMAN,1.54E+04,8.84E+04,9.94E+03,8.99E+04,4.12E+04,3.50E+04,2.17E+04,9.63E+04,1.05E+05
sp|Q9NYF8|BCLF1_HUMAN,4.48E+04,6.57E+04,0,1.79E+04,2.19E+03,0,0,6.65E+04,1.06E+05
sp|Q9NZB2|F120A_HUMAN,1.20E+05,4.47E+04,0,2.99E+04,0,4.07E+04,0,8.39E+04,0
sp|Q9NZI8|IF2B1_HUMAN,4.07E+06,4.41E+06,1.71E+06,3.79E+06,2.18E+06,1.08E+06,9.47E+04,2.90E+06,2.46E+06
sp|Q9NZM5|NOP53_HUMAN,1.94E+06,1.52E+06,7.51E+03,2.56E+06,4.42E+04,5.59E+05,0,1.06E+05,2.24E+05
sp|Q9NZT1|CALL5_HUMAN,2.85E+05,2.28E+05,1.37E+05,7.67E+05,0,2.85E+05,1.18E+05,4.76E+05,2.58E+05
sp|Q9P013|CWC15_HUMAN,1.22E+05,4.46E+05,0,7.78E+05,1.24E+04,0,0,6.06E+05,6.66E+05
sp|Q9P015|RM15_HUMAN,8.76E+04,0,0,0,1.67E+04,4.20E+04,0,0,0
sp|Q9P031|TAP26_HUMAN,1.21E+06,1.62E+06,0,1.98E+06,0,1.22E+06,0,1.34E+06,9.29E+05
sp|Q9P035|HACD3_HUMAN,0,5.62E+04,0,0,0,0,0,5.18E+04,0
sp|Q9P0M6|H2AW_HUMAN,6.62E+04,2.14E+05,0,9.89E+04,0,0,0,0,0
sp|Q9P275|UBP36_HUMAN,0,0,0,7.67E+04,0,0,0,0,0
sp|Q9P289|STK26_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q9P296|C5AR2_HUMAN,0,2.23E+05,0,0,0,0,0,0,0
sp|Q9P2E9|RRBP1_HUMAN,6.33E+03,9.21E+04,0,9.96E+03,0,0,0,0,2.63E+04
sp|Q9P2I0|CPSF2_HUMAN,6.22E+05,2.64E+05,4.02E+04,5.80E+05,0,0,0,5.25E+05,4.91E+05
sp|Q9P2J5|SYLC_HUMAN,2.83E+05,1.55E+05,0,3.88E+05,0,0,7.68E+03,3.44E+05,1.83E+05
sp|Q9P2K5|MYEF2_HUMAN,1.76E+05,5.18E+04,1.36E+04,3.64E+05,0,9.80E+03,0,0,2.92E+04
sp|Q9P2N5|RBM27_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q9UBB9|TFP11_HUMAN,7.15E+04,3.40E+04,0,1.16E+05,0,0,0,1.97E+04,8.63E+04
sp|Q9UBM7|DHCR7_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q9UBQ5|EIF3K_HUMAN,1.09E+06,7.52E+05,0,9.60E+05,0,0,0,9.27E+05,2.60E+05
sp|Q9UBU9|NXF1_HUMAN,3.39E+04,2.21E+04,0,0,0,0,0,3.26E+04,0
sp|Q9UBW8|CSN7A_HUMAN,1.74E+05,7.03E+04,0,0,0,0,0,0,0
sp|Q9UEY8|ADDG_HUMAN,1.84E+04,4.14E+04,0,0,0,0,0,2.86E+04,5.68E+04
sp|Q9UG63|ABCF2_HUMAN,2.51E+04,0,0,1.72E+04,0,0,0,1.86E+04,0
sp|Q9UGY1|NOL12_HUMAN,0,2.10E+06,0,5.41E+06,0,0,0,2.13E+06,3.72E+05
sp|Q9UHA3|RLP24_HUMAN,2.96E+05,3.52E+05,0,2.04E+05,0,0,0,0,0
sp|Q9UHA4|LTOR3_HUMAN,2.94E+05,0,0,1.50E+05,0,0,0,0,0
sp|Q9UHB9|SRP68_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q9UHD1|CHRD1_HUMAN,1.12E+05,0,2.66E+04,3.70E+04,0,6.37E+04,0,1.06E+05,0
sp|Q9UHR5|S30BP_HUMAN,4.95E+04,1.01E+05,0,0,0,0,0,4.58E+04,0
sp|Q9UHX1|PUF60_HUMAN,2.67E+06,4.67E+06,1.08E+06,3.90E+06,1.18E+04,2.27E+05,6.73E+05,3.85E+06,3.63E+06
sp|Q9UI12|VATH_HUMAN,0,0,0,0,0,0,0,3.10E+04,0
sp|Q9UJS0|CMC2_HUMAN,8.78E+04,7.87E+04,0,0,0,0,0,1.20E+05,3.92E+04
sp|Q9UJV9|DDX41_HUMAN,2.13E+06,1.57E+06,4.44E+05,4.81E+06,7.56E+05,7.10E+05,3.87E+05,2.40E+06,3.65E+06
sp|Q9UJZ1|STML2_HUMAN,4.75E+05,5.93E+05,0,6.13E+05,0,4.12E+05,0,4.03E+05,1.06E+06
sp|Q9UKA9|PTBP2_HUMAN,1.02E+05,3.18E+04,0,7.78E+04,0,5.23E+04,0,3.50E+04,0
sp|Q9UKB1|FBW1B_HUMAN,0,2.12E+04,0,0,0,0,0,0,0
sp|Q9UKF6|CPSF3_HUMAN,4.20E+04,1.89E+05,0,2.02E+05,0,3.67E+04,0,3.86E+05,3.37E+05
sp|Q9UKM9|RALY_HUMAN,3.08E+06,2.66E+06,2.68E+04,1.93E+06,5.79E+05,1.32E+06,2.61E+05,2.75E+06,2.36E+06
sp|Q9UKV3|ACINU_HUMAN,1.39E+04,4.76E+04,0,1.30E+05,0,4.20E+04,0,3.63E+05,5.35E+04
sp|Q9UKX7|NUP50_HUMAN,0,3.60E+04,0,3.04E+04,0,0,0,6.66E+04,0
sp|Q9UL25|RAB21_HUMAN,5.27E+04,7.46E+04,0,6.06E+04,0,2.49E+04,1.06E+04,2.55E+04,0
sp|Q9UL40|ZN346_HUMAN,6.35E+06,6.83E+06,9.48E+05,1.07E+06,0,0,0,1.36E+05,9.90E+04
sp|Q9ULR0|ISY1_HUMAN,1.48E+05,0,0,3.29E+05,0,0,0,2.86E+05,2.98E+05
sp|Q9ULW3|ABT1_HUMAN,1.76E+05,1.92E+05,0,2.92E+05,0,0,0,0,1.73E+05
sp|Q9ULX6|AKP8L_HUMAN,1.79E+05,6.74E+04,0,1.10E+05,0,0,0,1.56E+05,4.91E+04
sp|Q9UMD9|COHA1_HUMAN,0,0,0,0,0,2.52E+05,0,0,0
sp|Q9UMS4|PRP19_HUMAN,1.48E+07,9.99E+06,2.79E+06,1.72E+07,9.93E+06,4.80E+06,3.75E+06,7.09E+06,1.04E+07
sp|Q9UN81|LORF1_HUMAN,0,0,0,6.06E+04,0,0,0,5.12E+04,3.61E+04
sp|Q9UN86|G3BP2_HUMAN,3.21E+04,0,0,2.54E+05,0,0,0,5.04E+04,0
sp|Q9UNL2|SSRG_HUMAN,2.20E+05,3.84E+05,0,0,0,0,0,1.83E+05,3.27E+05
sp|Q9UNM6|PSD13_HUMAN,1.35E+05,1.13E+05,4.14E+04,3.07E+04,0,6.70E+05,0,1.18E+05,0
sp|Q9UNP9|PPIE_HUMAN,1.93E+05,2.57E+05,0,3.29E+05,0,0,0,2.11E+05,1.64E+05
sp|Q9UNS2|CSN3_HUMAN,4.53E+04,2.55E+05,0,1.12E+05,0,0,0,8.19E+04,6.13E+04
sp|Q9UNX3|RL26L_HUMAN,1.22E+07,1.29E+07,8.81E+06,3.58E+06,0,5.85E+06,1.22E+06,0,0
sp|Q9UPY3|DICER_HUMAN,4.78E+04,7.52E+04,0,0,0,0,0,0,0
sp|Q9UQ35|SRRM2_HUMAN,9.14E+04,8.36E+04,0,6.58E+04,0,0,0,6.36E+04,8.42E+04
sp|Q9Y224|RTRAF_HUMAN,4.69E+05,6.20E+05,0,8.12E+05,0,0,0,2.01E+05,1.94E+05
sp|Q9Y230|RUVB2_HUMAN,1.97E+06,1.03E+06,0,1.04E+06,1.00E+04,1.46E+05,4.49E+04,1.83E+06,7.33E+05
sp|Q9Y241|HIG1A_HUMAN,5.48E+05,9.27E+05,3.01E+05,7.25E+05,0,4.93E+05,3.27E+05,7.99E+05,4.18E+05
sp|Q9Y262|EIF3L_HUMAN,1.24E+06,9.68E+05,0,1.21E+06,0,3.34E+04,0,1.29E+06,7.81E+05
sp|Q9Y265|RUVB1_HUMAN,2.26E+06,1.03E+06,1.20E+04,1.41E+06,5.64E+03,2.33E+04,0,2.48E+06,7.79E+05
sp|Q9Y266|NUDC_HUMAN,9.19E+04,1.03E+05,0,0,0,0,0,3.72E+04,0
sp|Q9Y277|VDAC3_HUMAN,4.63E+05,3.91E+05,2.52E+05,4.85E+05,1.54E+05,0,1.23E+05,7.11E+05,2.23E+05
sp|Q9Y291|RT33_HUMAN,9.17E+05,7.60E+05,0,9.08E+05,7.53E+05,6.58E+05,0,5.76E+05,2.77E+05
sp|Q9Y295|DRG1_HUMAN,8.08E+05,5.13E+05,0,6.21E+05,0,0,0,6.07E+05,4.47E+05
sp|Q9Y2H1|ST38L_HUMAN,5.64E+04,1.40E+05,0,1.52E+05,0,0,0,7.49E+04,0
sp|Q9Y2J2|E41L3_HUMAN,1.49E+04,0,0,0,0,0,0,4.16E+04,0
sp|Q9Y2L1|RRP44_HUMAN,1.33E+05,9.39E+04,0,8.52E+04,0,0,0,2.42E+05,2.68E+04
sp|Q9Y2P8|RCL1_HUMAN,0,0,0,6.69E+04,0,0,0,0,0
sp|Q9Y2Q9|RT28_HUMAN,2.88E+05,4.37E+04,7.85E+04,1.40E+05,0,0,0,2.17E+05,2.52E+05
sp|Q9Y2R4|DDX52_HUMAN,0,0,0,3.50E+04,0,0,0,0,0
sp|Q9Y2R5|RT17_HUMAN,9.73E+05,1.15E+06,2.34E+05,1.37E+06,0,6.37E+05,2.12E+05,1.45E+06,6.59E+05
sp|Q9Y2R9|RT07_HUMAN,2.90E+05,3.42E+05,0,1.89E+05,0,0,0,3.13E+05,2.56E+05
sp|Q9Y2W1|TR150_HUMAN,8.46E+04,1.20E+05,0,2.81E+05,0,0,0,3.53E+04,3.65E+04
sp|Q9Y2W2|WBP11_HUMAN,2.45E+04,2.03E+04,0,0,0,0,0,7.04E+04,7.45E+04
sp|Q9Y2X3|NOP58_HUMAN,1.74E+05,1.37E+05,0,1.39E+05,0,1.30E+05,0,8.94E+04,3.98E+04
sp|Q9Y2Z0|SGT1_HUMAN,5.09E+05,4.23E+05,2.82E+04,3.03E+05,2.17E+05,1.85E+05,1.09E+05,2.48E+05,2.68E+05
sp|Q9Y2Z4|SYYM_HUMAN,0,0,0,3.72E+04,0,0,0,2.63E+04,0
sp|Q9Y333|LSM2_HUMAN,1.02E+05,2.62E+05,0,0,0,0,0,2.11E+05,3.67E+05
sp|Q9Y383|LC7L2_HUMAN,8.77E+04,2.15E+05,0,0,0,0,0,8.89E+04,0
sp|Q9Y388|RBMX2_HUMAN,2.61E+05,3.02E+05,0,4.13E+05,5.89E+04,0,0,6.33E+04,0
sp|Q9Y399|RT02_HUMAN,0,1.98E+05,0,0,0,0,0,0,0
sp|Q9Y3A5|SBDS_HUMAN,0,0,0,3.75E+04,0,7.12E+04,0,0,0
sp|Q9Y3B4|SF3B6_HUMAN,1.07E+07,2.67E+06,4.68E+06,5.53E+06,1.96E+06,1.14E+05,6.76E+06,4.74E+06,8.86E+06
sp|Q9Y3B7|RM11_HUMAN,7.30E+04,6.68E+04,0,0,0,0,0,0,0
sp|Q9Y3C1|NOP16_HUMAN,5.09E+05,3.58E+06,0,1.39E+06,0,0,0,7.39E+05,6.77E+05
sp|Q9Y3C6|PPIL1_HUMAN,0,4.82E+05,0,1.06E+06,0,0,0,5.86E+05,9.58E+05
sp|Q9Y3D3|RT16_HUMAN,4.07E+05,1.34E+05,4.64E+04,3.00E+05,4.19E+04,5.34E+04,3.42E+04,5.82E+05,4.46E+05
sp|Q9Y3D9|RT23_HUMAN,9.41E+04,4.46E+04,0,4.34E+05,0,0,0,1.63E+05,3.75E+05
sp|Q9Y3F4|STRAP_HUMAN,2.00E+05,0,0,1.13E+06,0,0,0,1.29E+06,9.43E+05
sp|Q9Y3I0|RTCB_HUMAN,5.33E+05,5.05E+05,0,5.33E+05,0,0,0,2.61E+05,2.01E+05
sp|Q9Y3U8|RL36_HUMAN,7.94E+05,1.07E+06,0,1.45E+06,0,0,0,1.79E+05,0
sp|Q9Y3Y2|CHTOP_HUMAN,7.03E+05,6.52E+05,1.62E+04,1.42E+06,1.29E+04,4.30E+05,1.70E+04,3.33E+05,6.25E+05
sp|Q9Y450|HBS1L_HUMAN,1.15E+05,1.39E+05,0,1.40E+05,0,0,0,1.15E+05,2.74E+04
sp|Q9Y4F1|FARP1_HUMAN,2.51E+04,2.73E+04,0,4.44E+04,1.97E+04,0,0,5.16E+04,2.94E+04
sp|Q9Y4W2|LAS1L_HUMAN,0,6.17E+04,0,4.69E+04,0,0,0,6.32E+04,3.34E+04
sp|Q9Y4X5|ARI1_HUMAN,0,8.05E+04,0,0,0,5.25E+04,0,2.81E+04,3.04E+04
sp|Q9Y520|PRC2C_HUMAN,7.83E+03,0,0,3.84E+03,0,0,0,0,0
sp|Q9Y580|RBM7_HUMAN,4.76E+04,0,0,0,0,0,0,7.16E+04,0
sp|Q9Y5A9|YTHD2_HUMAN,3.22E+05,2.56E+05,0,2.97E+05,0,0,0,1.48E+05,1.47E+05
sp|Q9Y5B6|PAXB1_HUMAN,2.08E+04,1.61E+04,0,0,0,0,0,0,1.72E+04
sp|Q9Y5K5|UCHL5_HUMAN,1.67E+05,1.49E+05,0,5.90E+04,0,0,0,1.23E+05,0
sp|Q9Y5Q8|TF3C5_HUMAN,7.64E+04,6.14E+04,0,7.69E+04,4.56E+04,1.61E+04,0,3.48E+04,0
sp|Q9Y5Q9|TF3C3_HUMAN,0,3.26E+04,0,0,0,0,0,0,0
sp|Q9Y5S9|RBM8A_HUMAN,2.78E+06,2.02E+06,5.50E+06,4.14E+06,4.81E+06,9.50E+05,6.79E+06,6.48E+06,4.84E+06
sp|Q9Y676|RT18B_HUMAN,1.15E+05,4.97E+05,1.10E+04,8.64E+05,2.99E+05,3.96E+05,0,6.13E+05,4.93E+05
sp|Q9Y6A4|CFA20_HUMAN,1.29E+05,3.11E+05,0,1.23E+05,0,0,0,2.64E+05,2.04E+05
sp|Q9Y6D9|MD1L1_HUMAN,0,0,0,0,0,0,0,7.15E+03,0
sp|Q9Y6E2|BZW2_HUMAN,0,3.33E+04,0,0,0,0,0,0,0
sp|Q9Y6M1|IF2B2_HUMAN,2.63E+05,2.27E+05,0,2.73E+05,0,6.52E+04,6.95E+04,1.07E+05,1.02E+05